"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Triceps Pushdown",,"",0,"normal",60,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Triceps Pushdown",,"",1,"normal",60,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Triceps Pushdown",,"",2,"normal",60,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Triceps Extension (Barbell)",,"",0,"normal",12,15,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Triceps Extension (Barbell)",,"",1,"normal",12,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Triceps Extension (Barbell)",,"",2,"normal",12,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Lateral Raise (Dumbbell)",,"",0,"normal",12,12,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Lateral Raise (Dumbbell)",,"",1,"normal",12,12,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Lateral Raise (Dumbbell)",,"",2,"normal",12,12,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",6,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",7,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",6,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",3,"normal",6,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",4,"normal",6,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",5,"normal",6,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",6,"normal",6,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",7,"normal",6,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",8,"normal",7,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Lateral Raise (Dumbbell)",,"",9,"normal",7,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","EZ Bar Biceps Curl",,"",0,"normal",25,12,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","EZ Bar Biceps Curl",,"",1,"normal",25,10,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","EZ Bar Biceps Curl",,"",2,"normal",25,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,8,,,
"2","12 Jan 2026, 12:17","12 Jan 2026, 13:07","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,8,,,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Pull Up",,"",0,"normal",,9,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Pull Up",,"",1,"normal",,8,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Pull Up",,"",2,"normal",,7,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Lat Pulldown (Cable)",,"",0,"normal",67,12,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Lat Pulldown (Cable)",,"",1,"normal",66,12,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Chest Fly (Machine)",,"",0,"normal",59,15,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Chest Fly (Machine)",,"",1,"normal",66,12,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Chest Fly (Machine)",,"",2,"normal",66,11,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,10,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,9,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,6,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Squat (Machine)",,"",0,"normal",80,10,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Squat (Machine)",,"",1,"normal",80,8,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Squat (Machine)",,"",2,"normal",80,8,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Seated Leg Curl (Machine)",,"",0,"normal",59,15,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Seated Leg Curl (Machine)",,"",1,"normal",59,15,,0,
"1","10 Jan 2026, 11:02","10 Jan 2026, 11:52","","Seated Leg Curl (Machine)",,"",2,"normal",52,8,,0,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","EZ Bar Biceps Curl",,"",0,"warmup",10,12,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","EZ Bar Biceps Curl",,"",1,"warmup",15,12,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","EZ Bar Biceps Curl",,"",2,"normal",30,8,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","EZ Bar Biceps Curl",,"",3,"normal",30,7,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","EZ Bar Biceps Curl",,"",4,"normal",30,6,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Bicep Curl (Dumbbell)",,"",0,"normal",12,10,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Bicep Curl (Dumbbell)",,"",1,"normal",12,9,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Bicep Curl (Dumbbell)",,"",2,"normal",12,8,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Lateral Raise (Dumbbell)",,"",0,"normal",16,9,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Lateral Raise (Dumbbell)",,"",1,"normal",16,8,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Lateral Raise (Dumbbell)",,"",2,"normal",16,8,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Lateral Raise (Machine)",,"",0,"normal",12,15,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Lateral Raise (Machine)",,"",1,"normal",12,15,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Lateral Raise (Machine)",,"",2,"normal",12,15,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Overhead Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Overhead Triceps Extension (Cable)",,"",1,"normal",45,9,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Overhead Triceps Extension (Cable)",,"",2,"normal",45,8,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Triceps Extension (Machine)",,"",0,"normal",59,15,,,
"4","8 Jan 2026, 17:36","8 Jan 2026, 18:29","","Triceps Extension (Machine)",,"",1,"normal",66,13,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","EZ Bar Biceps Curl",,"",0,"warmup",10,12,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","EZ Bar Biceps Curl",,"",1,"warmup",15,12,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","EZ Bar Biceps Curl",,"",2,"normal",30,8,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","EZ Bar Biceps Curl",,"",3,"normal",30,7,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","EZ Bar Biceps Curl",,"",4,"normal",30,6,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Bicep Curl (Dumbbell)",,"",0,"normal",12,10,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Bicep Curl (Dumbbell)",,"",1,"normal",12,9,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Bicep Curl (Dumbbell)",,"",2,"normal",12,8,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Lateral Raise (Dumbbell)",,"",0,"normal",16,9,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Lateral Raise (Dumbbell)",,"",1,"normal",16,8,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Lateral Raise (Dumbbell)",,"",2,"normal",16,8,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Lateral Raise (Machine)",,"",0,"normal",12,15,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Lateral Raise (Machine)",,"",1,"normal",12,15,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Lateral Raise (Machine)",,"",2,"normal",12,15,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Overhead Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Overhead Triceps Extension (Cable)",,"",1,"normal",45,9,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Overhead Triceps Extension (Cable)",,"",2,"normal",45,8,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Triceps Extension (Machine)",,"",0,"normal",59,15,,,
"4","8 Jan 2026, 12:55","8 Jan 2026, 13:42","","Triceps Extension (Machine)",,"",1,"normal",66,13,,,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Chest Fly (Machine)",,"",0,"warmup",40,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Chest Fly (Machine)",,"",1,"warmup",58,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Chest Fly (Machine)",,"",2,"normal",72,10,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Chest Fly (Machine)",,"",3,"normal",72,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Chest Fly (Machine)",,"",4,"normal",72,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Incline Bench Press (Barbell)",,"",0,"normal",20,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Incline Bench Press (Barbell)",,"",1,"normal",20,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Incline Bench Press (Barbell)",,"",2,"normal",20,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Reverse Grip Lat Pulldown (Cable)",,"",0,"normal",58,10,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Reverse Grip Lat Pulldown (Cable)",,"",1,"normal",58,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Reverse Grip Lat Pulldown (Cable)",,"",2,"normal",58,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",60,9,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",60,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Seated Leg Curl (Machine)",,"",0,"normal",59,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Seated Leg Curl (Machine)",,"",1,"normal",59,12,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Seated Leg Curl (Machine)",,"",2,"normal",59,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Leg Extension (Machine)",,"",0,"normal",72,8,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Leg Extension (Machine)",,"",1,"normal",72,10,,0,
"3","7 Jan 2026, 12:17","7 Jan 2026, 13:07","","Leg Extension (Machine)",,"",2,"normal",72,10,,0,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Triceps Pushdown",,"",0,"normal",60,10,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Triceps Pushdown",,"",1,"normal",60,10,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Triceps Pushdown",,"",2,"normal",60,10,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Triceps Extension (Barbell)",,"",0,"normal",14,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Triceps Extension (Barbell)",,"",1,"normal",14,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Triceps Extension (Barbell)",,"",2,"normal",14,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Lateral Raise (Dumbbell)",,"",0,"normal",12,15,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Lateral Raise (Dumbbell)",,"",1,"normal",12,12,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Lateral Raise (Dumbbell)",,"",2,"normal",12,12,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Seated Lateral Raise (Dumbbell)",,"",0,"normal",16,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Seated Lateral Raise (Dumbbell)",,"",1,"normal",16,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Seated Lateral Raise (Dumbbell)",,"",2,"normal",16,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Seated Incline Curl (Dumbbell)",,"",0,"normal",10,10,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Seated Incline Curl (Dumbbell)",,"",1,"normal",10,10,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Seated Incline Curl (Dumbbell)",,"",2,"normal",10,8,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Behind the Back Bicep Wrist Curl (Barbell)",,"15 10 5 dropset",0,"dropset",15,24,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Behind the Back Bicep Wrist Curl (Barbell)",,"15 10 5 dropset",1,"dropset",15,24,,,
"2","6 Jan 2026, 12:28","6 Jan 2026, 13:22","","Behind the Back Bicep Wrist Curl (Barbell)",,"15 10 5 dropset",2,"dropset",15,24,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Pull Up",,"",0,"normal",,6,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Pull Up",,"",1,"normal",,8,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Pull Up",,"",2,"normal",,6,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Lat Pulldown (Cable)",,"",0,"normal",67,8,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Lat Pulldown (Cable)",,"",1,"normal",59,10,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Incline Bench Press (Dumbbell)",,"",0,"normal",32,8,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Incline Bench Press (Dumbbell)",,"",1,"normal",32,8,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Incline Chest Press (Machine)",,"",0,"normal",86,10,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Incline Chest Press (Machine)",,"",1,"normal",86,9,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Incline Chest Press (Machine)",,"",2,"normal",86,9,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Leg Extension (Machine)",,"",0,"normal",72,10,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Leg Extension (Machine)",,"",1,"normal",72,10,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Leg Extension (Machine)",,"",2,"normal",72,10,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Seated Leg Curl (Machine)",,"",0,"normal",59,12,,,
"1","5 Jan 2026, 12:54","5 Jan 2026, 13:34","","Seated Leg Curl (Machine)",,"",1,"normal",59,12,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Chest Fly (Machine)",,"",0,"warmup",40,12,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Chest Fly (Machine)",,"",1,"warmup",58,12,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Chest Fly (Machine)",,"",2,"normal",72,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Chest Fly (Machine)",,"",3,"normal",72,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Chest Fly (Machine)",,"",4,"normal",72,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Incline Chest Press (Machine)",,"",0,"normal",93,10,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Incline Chest Press (Machine)",,"",1,"normal",93,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Incline Chest Press (Machine)",,"",2,"normal",93,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Decline Bench Press (Machine)",,"",0,"normal",60,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Decline Bench Press (Machine)",,"",1,"normal",100,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Decline Bench Press (Machine)",,"",2,"normal",100,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Lateral Raise (Dumbbell)",,"",0,"normal",12,10,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Lateral Raise (Dumbbell)",,"",1,"normal",12,10,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Lateral Raise (Dumbbell)",,"",2,"normal",12,11,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Lateral Raise (Dumbbell)",,"",3,"normal",12,10,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Shoulder Press (Machine Plates)",0,"",0,"normal",52,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Shoulder Press (Machine Plates)",0,"",1,"normal",52,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Shoulder Press (Machine Plates)",0,"",2,"normal",52,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Overhead Triceps Extension (Cable)",,"",0,"normal",40,10,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Overhead Triceps Extension (Cable)",,"",1,"normal",45,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Overhead Triceps Extension (Cable)",,"",2,"normal",45,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Single Arm Triceps Pushdown (Cable)",0,"",0,"normal",15,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Single Arm Triceps Pushdown (Cable)",0,"",1,"normal",15,8,,,
"A","23 Dec 2025, 12:21","23 Dec 2025, 13:17","","Single Arm Triceps Pushdown (Cable)",0,"",2,"normal",15,8,,,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Leg Extension (Machine)",,"",0,"normal",76,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Leg Extension (Machine)",,"",1,"normal",72,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Leg Extension (Machine)",,"",2,"normal",72,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Machine)",,"",0,"normal",80,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Machine)",,"",1,"normal",80,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Machine)",,"",2,"normal",80,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Smith Machine)",,"",0,"warmup",40,15,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Smith Machine)",,"",1,"warmup",50,12,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Smith Machine)",,"",2,"normal",60,12,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Smith Machine)",,"",3,"normal",60,12,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Squat (Smith Machine)",,"",4,"normal",60,12,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Seated Leg Curl (Machine)",,"",0,"normal",55,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Seated Leg Curl (Machine)",,"",1,"normal",59,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Seated Leg Curl (Machine)",,"",2,"normal",59,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Lying Leg Curl (Machine)",,"",0,"normal",49,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Lying Leg Curl (Machine)",,"",1,"normal",45,8,,0,
"B","21 Dec 2025, 09:47","21 Dec 2025, 10:29","","Lying Leg Curl (Machine)",,"",2,"normal",45,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Chest Fly (Machine)",,"",0,"warmup",40,12,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Chest Fly (Machine)",,"",1,"warmup",58,12,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Chest Fly (Machine)",,"",2,"normal",72,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Chest Fly (Machine)",,"",3,"normal",72,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Chest Fly (Machine)",,"",4,"normal",72,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Incline Chest Press (Machine)",,"",0,"normal",72,10,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Incline Chest Press (Machine)",,"",1,"normal",86,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Incline Chest Press (Machine)",,"",2,"normal",92.5,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Shoulder Press (Machine Plates)",0,"",0,"normal",52,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Shoulder Press (Machine Plates)",0,"",1,"normal",52,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Shoulder Press (Machine Plates)",0,"",2,"normal",52,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Decline Bench Press (Machine)",,"",0,"normal",60,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Decline Bench Press (Machine)",,"",1,"normal",100,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Decline Bench Press (Machine)",,"",2,"normal",100,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Overhead Triceps Extension (Cable)",,"",0,"normal",40,10,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Overhead Triceps Extension (Cable)",,"",1,"normal",45,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Overhead Triceps Extension (Cable)",,"",2,"normal",45,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Single Arm Triceps Pushdown (Cable)",0,"",0,"normal",15,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Single Arm Triceps Pushdown (Cable)",0,"",1,"normal",15,8,,0,
"A","20 Dec 2025, 12:14","20 Dec 2025, 12:57","","Single Arm Triceps Pushdown (Cable)",0,"",2,"normal",15,8,,0,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lat Pulldown (Cable)",,"",0,"warmup",40,12,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lat Pulldown (Cable)",,"",1,"warmup",40,12,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lat Pulldown (Cable)",,"",2,"normal",67,9,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lat Pulldown (Cable)",,"",3,"normal",67,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lat Pulldown (Cable)",,"",4,"normal",67,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Seated Cable Row - Bar Wide Grip",,"",0,"normal",55,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Seated Cable Row - Bar Wide Grip",,"",1,"normal",79,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Seated Cable Row - Bar Wide Grip",,"",2,"normal",72,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Straight Arm Lat Pulldown (Cable)",,"",0,"normal",50,9,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Straight Arm Lat Pulldown (Cable)",,"",1,"normal",60,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Straight Arm Lat Pulldown (Cable)",,"",2,"normal",60,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Bent Over Row (Barbell)",,"",0,"normal",30,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Bent Over Row (Barbell)",,"",1,"normal",30,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Bent Over Row (Barbell)",,"",2,"normal",30,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lateral Raise (Dumbbell)",,"",0,"normal",12,10,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lateral Raise (Dumbbell)",,"",1,"normal",12,10,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lateral Raise (Dumbbell)",,"",2,"normal",12,11,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Lateral Raise (Dumbbell)",,"",3,"normal",12,10,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Overhead Curl (Cable)",,"",0,"normal",20,10,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Overhead Curl (Cable)",,"",1,"normal",20,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","Overhead Curl (Cable)",,"",2,"normal",20,8,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","EZ Bar Biceps Curl",,"",0,"normal",30,6,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","EZ Bar Biceps Curl",,"",1,"normal",30,6,,,
"C (copy)","19 Dec 2025, 13:38","19 Dec 2025, 14:31","","EZ Bar Biceps Curl",,"",2,"normal",30,6,,,
